<ID|readonly|noverify>;<English>;<French>;<Italian>;<German>;<Spanish>;<Russian>;<Polish>;<Czech>;<Turkish>;<Chinese>;<Japanese>;<Portuguese>;<Ukrainian>;<Serbian>;<Hungarian>;<Korean>;<Belarusian>;<Romanian>;<TChinese>;<HChinese>;<Comments>;<max_chars>
loading/aircraft/tip198;During the Korean War, the Soviet Union secretly deployed their own pilots to fly MiG-15s with North Korean or Chinese markings. Further precautions, such as wearing Chinese uniforms and limiting use of Russian, were taken to prevent the Soviet intervention from being discovered.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip199;On 18 Sep 1942, the last Hurricane of convoy PQ 18 was launched by catapult from the SS Empire Morn, intercepting German He 111s. Instead of ditching the aircraft, Flying Officer Burr chose to fly to Russia, landing at Keg Ostrov.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip200;The first lend-lease Hurricane deliveries to the USSR were conducted in an unusual manner, with 24 aircraft of 151st Wing RAF taking off from HMS Argus and landing in Murmansk in Aug 1941. British specialists trained Soviet pilots and conducted joint air patrols until the end of the year.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip201;Despite its reputation, on a per-launch basis the AIM-4 fired from the F-4D platform achieved a confirmed kill rate of 12.19%. Comparatively, the AIM-7 attained a 9.2% confirmed kill rate, while the AIM-9 attained a 17.6% confirmed kill rate.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip202;The F-111 only officially received its 'Aardvark' name during its retirement ceremony held on 27 Jul 1996.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip203;"The Air-To-Air Stinger (ATAS) is a helicopter-mounted version of the man-portable FIM-92 Stinger. Interestingly, it is not designated ""AIM-92"", even though the new launch environment would typically come with such a designation change.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip204;The initial MiG-31 had no deadstick landing guide in its flight manual as it was thought to be impossible. In Sep 1979, Valyerij Myenitskij performed a deadstick landing during a test flight that resulted in the MiG-31's first and only unpaved runway landing.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip205;Although it was a stealth aircraft, the United States made no attempt to destroy the F-117 shot down over Serbia in 1999, which allowed Russian and possibly Chinese groups to study it. The Pentagon claimed the technology was dated, and the Nighthawk was retired soon after in 2008.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip206;"In 1999, an American F-117 Nighthawk was downed by a Serbian S-125 SAM system, the first shootdown of a stealth aircraft. This victory was celebrated by Serbia with a propaganda poster with the tagline ""Sorry, we didn't know it was invisible"" and ""Greetings from Serbia.""";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip207;On 7 Oct 1959, an RB-57D piloted by Lt. Wang Ying Chin was shot down by a PRC S-75 missile as the aircraft inadvertently passed through PRC airspace during descent. This was the first confirmed case of a SAM intercepting an aircraft.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip208;The AIM-4 Falcon was the first air-to-air guided missile of the U.S., produced in both IR- and radar-guided variants. It had a reputation for unreliability and was largely overtaken by the AIM-7 and AIM-9, although late variants were used by the F-102 and F-106 through the 1980s.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip209;The AIM-7 Sparrow is an American SARH guided missile developed in the late 1950s. Originally designed to hunt large, slow targets like bombers, later variants became adapted for short- and medium-range dogfights. It was also adapted into the Skyflash and Aspide missiles.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip210;The AIM-9 Sidewinder is an American short-range IR-guided missile developed in the 1950s. It has become one of the most prolific air-to-air missiles ever produced, with the USAF having signed contracts to support its operation until at least 2055.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip211;The AIM-26 Falcon air-to-air missile was a derivative of the AIM-4. It was most notable for its AIM-26A variant, which was equipped with a nuclear warhead. The missile saw limited use in the U.S., being retired after just 11 years of service in 1972.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip212;The AIM-47 Falcon was a long-range air-to-air missile developed from the AIM-4. It was originally intended as the primary armament for the XF-108 and later the YF-12, it served as the basis for the AIM-54, primarily used on the F-14.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip213;The AIM-54 Phoenix was a long-range air-to-air missile and the first active radar homing missile used by the U.S.. It was only operationally used on the Navy's F-14s until 2004, after which the shorter-ranged AIM-120 became the U.S. military's primary beyond-visual-range missile.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip214;"The AIM-68 Quetzalcoatl, nicknamed ""Big Q"" due to constant misspellings and mispronunciation, was a planned air-to-air missile with a nuclear warhead designed to engage Soviet bombers. It was considered for the F-101, F-102, F-106, and F-4, but none were ever constructed.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip215;The AIM-82 was a planned IR-guided air-to-air missile that was meant to accompany the F-15, which was under development at the time. Intended to supersede the AIM-9, which did not yet have all-aspect capability, it was cancelled in favor of the AIM-95, which was also later cancelled.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip216;The AIM-95 Agile was an IR-guided air-to-air missile designed to supplant the AIM-9 for the Navy's F-14s and later included the F-15. However, newer models of the Sidewinder achieved the levels of performance desired for the Agile, and it was cancelled.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip217;The AIM-97 Seekbat was a long-range air-to-air missile designed to hunt the MiG-25 (NATO codename Foxbat, hence the missile's name) while it was still believed to be a high-performance dogfighter. It was cancelled when the MiG-25's true role and capabilities became known.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip218;The AIM-120 Advanced Medium Range Air-to-Air Missile (AMRAAM) is a beyond-visual-range air-to-air missile developed as a successor to the AIM-7 to be used on the F-15, F-16, and later F/A-18. It is currently in widespread service with many U.S.-aligned militaries around the globe.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip219;The AIM-152 Advanced Air-to-Air Missile (AAAM) was a project to succeed the Navy's AIM-54 for interception of strategic bombers. Despite the protracted development process, the project was ultimately cancelled following the end of the Cold War.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip220;The AGM-12 Bullpup was the first mass-produced air-to-ground missile operated by the U.S. military. The manual guidance severely limited its accuracy—often tens of meters off target—resulting in it being supplanted by more modern missiles starting in the 1960s.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip221;The AGM-22 was the American name for the Nord SS.11 air-to-ground anti-tank missile. Accepted in 1961 after the cancellation of the SSM-A-23, the AGM-22 would primarily be fitted to helicopters such as the UH-1.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip222;H.C. (High Capacity) bombs, frequently known as 'blockbuster' or 'cookie' bombs were a series of 4000 lb bombs used by RAF Bomber Command. These bombs had large blasts, intending to shred roofing off houses to allow the smaller incendiary bombs to enter buildings easily.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip223;The original design of the Q5 called for an internal bomb bay in order to reduce drag. However, this severely limited its payload, which led to it being deleted in favour of additional fuel tanks and external pylons, which significantly improved its strike capabilities.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip224;"The name ""Falcon"" is applied to a number of missiles; the AIM-4, AIM-26, AIM-47, AGM-76. All of these missiles can be traced back to the original AIM-4.";;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip225;The XB-70 took full advantage of an aerodynamic phenomenon known as compression lift, which utilized compression from supersonic airflow to generate lift. This helped allow the XB-70 to achieve a cruise speed of Mach 3.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip226;Harry Crosby was a navigator for the 100th Bomb Group who helped plan flight paths for D-Day, staying awake for 75 hours before being ordered to get some sleep. He slept through the landings, but, upon waking 24 hours later, was pleased to hear that his plans were successful.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip227;The 'Blue Circle radar' was the nickname for the concrete ballast fitted to Tornado F. Mk. 2's in place of the AI.24 Foxhunter radar. 'Blue circle' is a play on words, referencing a major concrete company in the UK as well as the older Rainbow Codes previously used for British radar sets.;;;;;;;;;;;;;;;;;;;;;
loading/aircraft/tip228;On 4 Mar 1942, the IJN launched a second attack on Pearl Harbour under 'Operation K'. Two H8K flying boats dropped bombs in Honolulu, shattering some windows and creating craters near the Roosevelt High School.;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip0;The first tactical literature regarding armoured warfare originated in Feb 1916, titled 'Notes on the Employment of Tanks' written by Col. Ernest Swinton, and detailed the optimal employment of armour.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip1;Many tanks would come equipped with infantry weapons like machine guns, rifles, and/or hand grenades for the crew, in case they were overrun by infantry.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip2;The M-84 tank was a cooperative project between all states of the Yugoslav FSR, with each constituent producing a portion of the parts. Final assembly of the tank was in Croatia.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip3;The E. 100 was planned to fit a turret developed from the Maus II, but Adler employees were only given the original Maus-Turm design to work the hull around.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip4;The USSR made several attempts to replace the T-34 on the production line, with some considering the design to be immature and flawed. However, wartime pressure kept the tank in production, becoming the most-produced tank of WWII.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip5;Early Tiger II (serial number 1 through 50) received a turret developed by Krupp for a planned Porsche prototype.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip6;The ZTZ96 only came to be after Pakistan continued to demand a superior competitor to India's T-72 tanks. The result of China's efforts was the ZTZ85-IIM, which was then modified for domestic use.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip7;The T-34 can trace its lineage back to the BT tanks, based on designs by J. Walter Christie. They featured a unique suspension system and a convertible drive which allowed them to reach notoriously high speeds. Later models dropped the ability to drive without tracks.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip8;High-Explosive Squash Head (HESH) is called High-Explosive Plastic (HEP) by the US, High-Explosive Squash (H.E.S.) by the UK, and Vzryvchatchm Vyeshchyestvom (VV) by the USSR.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip9;The current contender for longest-range tank kill is a Ukrainian T-64BV (with a UAV coordinating fire) destroying a Russian tank at a staggering distance of 10,600 meters—more than double the previous record of 4,700 meters set by a Challenger 1 in 1991.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip10;During a redeployment in Russia, s.Pz.Jgr.-Abt. 653 successfully unloaded all their Ferdinand from trains, with the exception of one that flipped—the recovery vehicle.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip11;Operational Requirement 17 was a department overseeing the MBT80 project until its cancellation. From this, OR17 alongside MVEE in Surrey requisitioned the Shir tanks originally intended for Iran as a developmental basis for the FV4030/4 Challenger.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip12;George S. Patton is said to have buried his M3 medium tanks in the desert, claiming to never receive them in order to receive the newer M4 Shermans for his 2nd Armored Division.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip13;After completing testing in 1947, the T28 super heavy tank was left in an open field and forgotten about. Its whereabouts were unknown until discovered until 1974, after which it was restored.;;;;;;;;;;;;;;;;;;;;;
loading/tank/newbie/tip14;"Despite their type-numbers, the Chi-To and Chi-Ri projects actually predate the Chi-Nu. When they were initiated in 1942, the tanks were designated as ""New Medium Tank Kō"" and ""New Medium Tank Otsu"", respectively.";;;;;;;;;;;;;;;;;;;;;
loading/tank/tip15;A Centurion tank of the 8th Hussars fired 50 rounds in 8 minutes - a sustained rate of 1 shot per 9.6 seconds. This only halted due to the loader being incapacitated by the fumes.;;;;;;;;;;;;;;;;;;;;;
loading/tank/tip16;The M10 was planned to be called Curate in UK service, and the Harry Hopkins was to be called Sceptre.;;;;;;;;;;;;;;;;;;;;;
