"<ID|readonly|noverify>";"<English>";"<French>";"<Italian>";"<German>";"<Spanish>";"<Russian>";"<Polish>";"<Czech>";"<Turkish>";"<Chinese>";"<Japanese>";"<Portuguese>";"<Ukrainian>";"<Serbian>";"<Hungarian>";"<Korean>";"<Belarusian>";"<Romanian>";"<TChinese>";"<HChinese>";"<Comments>";"<max_chars>"
"engine_model/r2800-27";"
Engine model: R-2800-27";"R-2800-27";"R-2800-27";"R-2800-27";"R-2800-27";"R-2800-27";"R-2800-27";"R-2800-27";"R2800-27";"R-2800-27";"R2800-27";"R-2800-27";"R-2800-27";"R-2800-27";"R-2800-27";"R2800-27";"R-2800-27";"R-2800-27";"R-2800-27";"R-2800-27";;
"engine_model/kestrel";"
Engine model: Kestrel";"Kestrel";"Kestrel";"Kestrel";"Kestrel";"Kestrel";"Kestrel";"Kestrel";"Kestrel";"茶\t隼";"ケストレル";"Kestrel";"Kestrel";"Kestrel";"Kestrel";"케스트렐";"Kestrel";"Kestrel";"茶\t隼";"“茶\t隼”";;
"engine_model/merlin-3";"
Engine model: Merlin Mk. III";"Merlin-III";"Merlin-III";"Merlin-III";"Merlin-III";"Merlin-III";"Merlin III";"Merlin III";"Merlin-III";"灰\t背\t隼\t-III";"マーリン III";"Merlin-III";"Merlin-III";"Merlin-III";"Merlin III";"멀린-III";"Merlin-III";"Merlin-III";"梅\t林 III";"“灰\t背\t隼”\tIII";;
"engine_model/merlin-20";"
Engine model: Merlin Mk. XX";"Merlin-XX";"Merlin-XX";"Merlin-XX";"Merlin-XX";"Merlin-XX";"Merlin XX";"Merlin XX";"Merlin-XX";"灰\t背\t隼\t-XX";"マーリン XX";"Merlin-XX";"Merlin-XX";"Merlin-XX";"Merlin XX";"멀린-XX";"Merlin-XX";"Merlin-XX";"梅\t林 XX";"“灰\t背\t隼”\tXX";;
"engine_model/merlin-24";"
Engine model: Merlin Mk. 24";"Merlin-24";"Merlin-24";"Merlin-24";"Merlin-24";"Merlin-24";"Merlin 24";"Merlin 24";"Merlin-24";"灰\t背\t隼\t-24";"マーリン 24";"Merlin-24";"Merlin-24";"Merlin-24";"Merlin 24";"멀린-24";"Merlin-24";"Merlin-24";"梅\t林 24";"“灰\t背\t隼”\t24";;
"engine_model/sabre-2a";"
Engine model: Sabre Mk. 2a";"Sabre 2a";"Sabre 2a";"Sabre 2a";"Sabre 2a";"Sabre 2a";"Sabre IIA";"Sabre 2a";"Sabre 2a";"军\t刀 2a";"セイバー 2a";"Sabre 2a";"Sabre 2a";"Sabre 2a";"Sabre IIA";"세이버 IIA";"Sabre 2a";"Sabre 2a";"軍\t刀 2a";"“军\t刀”\t2a";;
"engine_model/sabre-2";"
Engine model: Sabre Mk. 2";"Sabre 2";"Sabre 2";"Sabre 2";"Sabre II";"Sabre 2";"Sabre 2";"Sabre 2";"Sabre 2";"军\t刀 2";"セイバー 2";"Sabre 2";"Sabre 2";"Sabre 2";"Sabre II";"세이버 II";"Sabre 2";"Sabre 2";"軍\t刀 2";"“军\t刀”\t2";;
"engine_model/centaurus-5";"
Engine model: Centaurus Mk. V";"Centaurus V";"Centaurus V";"Centaurus V";"Centaurus V";"Centaurus V";"Centaurus V";"Centaurus V";"Centaurus V";"半\t人\t马\t座 V";"セントーラス V";"Centaurus V";"Centaurus V";"Centaurus V";"Centaurus V";"센타우러스 V";"Centaurus V";"Centaurus V";"半\t人\t馬\t座 V";"“半\t人\t马\t座”\tV";;
"engine_model/orpheus_mk_801";"
Engine model: Orpheus Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"俄\t耳\t甫\t斯 Mk. 801";"オーフュース Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"오르페우스 Mk. 801";"Orpheus Mk. 801";"Orpheus Mk. 801";"奧\t菲\t斯 Mk. 801";"“俄\t耳\t甫\t斯” Mk. 801";;
"engine_model/orpheus_mk_803";"
Engine model: Orpheus Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"俄\t耳\t甫\t斯 Mk. 803";"オーフュース Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"오르페우스 Mk. 803";"Orpheus Mk. 803";"Orpheus Mk. 803";"奧\t菲\t斯 Mk. 803";"“俄\t耳\t甫\t斯” Mk. 803";;
"engine_model/goblin-2";"
Engine model: Goblin Mk. II";"Goblin II";"Goblin II";"Goblin II";"Goblin II";"Goblin II";"Goblin II";"Goblin II";"Goblin II";"地\t精 II";"ゴブリン II";"Goblin II";"Goblin II";"Goblin II";"Goblin II";"고블린 II";"Goblin II";"Goblin 2";"哥\t布\t林 II";"“地\t精”\tII";;
"engine_model/goblin-3";"
Engine model: Goblin Mk. 3";"Goblin 3";"Goblin 3";"Goblin 3";"Goblin 3";"Goblin 3";"Goblin 3";"Goblin 3";"Goblin 3";"地\t精 3";"ゴブリン 3";"Goblin 3";"Goblin 3";"Goblin 3";"Goblin 3";"고블린 3";"Goblin 3";"Goblin 3";"哥\t布\t林 3";"“地\t精”\t3";;
"engine_model/ghost_103";"
Engine model: Ghost-103";"Ghost-103";"Ghost-103";"Ghost-103";"Ghost-103";"Ghost-103";"Ghost 103";"Ghost 103";"Ghost-103";"幽\t灵\t-103";"ゴースト 103";"Ghost-103";"Ghost-103";"Ghost-103";"Ghost 103";"고스트-103";"Ghost-103";"Ghost-103";"幽\t靈 103";"“幽\t灵”\t103";;
"engine_model/avon_113";"
Engine model: Avon Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"埃\t汶 Mk. 113";"エイヴォン Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"에이번 Mk. 113";"Avon Mk. 113";"Avon Mk. 113";"“埃\t汶”\tMk. 113";"“埃\t汶”\tMk. 113";;
"engine_model/mercury-ix";"
Engine model: Mercury Mk. IX";"Mercury-IX";"Mercury-IX";"Mercury-IX";"Mercury-IX";"Mercury-IX";"Mercury IX";"Mercury IX";"Mercury-IX";"水\t星\t-IX";"マーキュリー IX";"Mercury-IX";"Mercury-IX";"Mercury-IX";"Mercury IX";"머큐리-IX";"Mercury-IX";"Mercury-IX";"“水\t星”\tIX";"“水\t星”\tIX";;
"engine_model/merlin-12";"
Engine model: Merlin Mk. XII";"Merlin-XII";"Merlin-XII";"Merlin-XII";"Merlin-XII";"Merlin-XII";"Merlin XII";"Merlin XII";"Merlin-XII";"灰\t背\t隼\t-XII";"マーリン XII";"Merlin-XII";"Merlin-XII";"Merlin-XII";"Merlin XII";"멀린-XII";"Merlin-XII";"Merlin-XII";"“灰\t背\t隼”\tXII";"“灰\t背\t隼”\tXII";;
"engine_model/merlin-45";"
Engine model: Merlin Mk. 45";"Merlin-45";"Merlin-45";"Merlin-45";"Merlin-45";"Merlin-45";"Merlin 45";"Merlin 45";"Merlin-45";"灰\t背\t隼\t-45";"マーリン 45";"Merlin-45";"Merlin-45";"Merlin-45";"Merlin 45";"멀린-45";"Merlin-45";"Merlin-45";"“灰\t背\t隼”\t45";"“灰\t背\t隼”\t45";;
"engine_model/merlin-45m";"
Engine model: Merlin Mk. 45M";"Merlin-45M";"Merlin-45M";"Merlin-45M";"Merlin-45M";"Merlin-45M";"Merlin 45M";"Merlin 45M";"Merlin-45M";"灰\t背\t隼\t-45M";"マーリン 45M";"Merlin-45M";"Merlin-45M";"Merlin-45M";"Merlin 45M";"멀린-45M";"Merlin-45M";"Merlin-45M";"“灰\t背\t隼”\t45M";"“灰\t背\t隼”\t45M";;
"engine_model/merlin-61";"
Engine model: Merlin Mk. 61";"Merlin-61";"Merlin-61";"Merlin-61";"Merlin-61";"Merlin-61";"Merlin 61";"Merlin 61";"Merlin-61";"灰\t背\t隼\t-61";"マーリン 61";"Merlin-61";"Merlin-61";"Merlin-61";"Merlin 61";"멀린-61";"Merlin-61";"Merlin-61";"“灰\t背\t隼”\t61";"“灰\t背\t隼”\t61";;
"engine_model/merlin-66";"
Engine model: Merlin Mk. 66";"Merlin-66";"Merlin-66";"Merlin-66";"Merlin-66";"Merlin-66";"Merlin 66";"Merlin 66";"Merlin-66";"灰\t背\t隼\t-66";"マーリン 66";"Merlin-66";"Merlin-66";"Merlin-66";"Merlin 66";"멀린-66";"Merlin-66";"Merlin-66";"“灰\t背\t隼”\t66";"“灰\t背\t隼”\t66";;
"engine_model/merlin-68a";"
Engine model: Merlin Mk. 68A";"Merlin-68A";"Merlin-68A";"Merlin-68A";"Merlin-68A";"Merlin-68A";"Merlin 68A";"Merlin 68A";"Merlin-68A";"灰\t背\t隼\t-68A";"マーリン\t68A";"Merlin-68A";"Merlin-68A";"Merlin-68A";"Merlin 68A";"멀린-68A";"Merlin-68A";"Merlin-68A";"“灰\t背\t隼”\t68A";"“灰\t背\t隼”\t68A";;
"engine_model/merlin-266";"
Engine model: Merlin Mk. 266";"Merlin-266";"Merlin-266";"Merlin-266";"Merlin-266";"Merlin-266";"Merlin 266";"Merlin 266";"Merlin-266";"灰\t背\t隼\t-266";"マーリン 266";"Merlin-266";"Merlin-266";"Merlin-266";"Merlin 266";"멀린-266";"Merlin-266";"Merlin-266";"“灰\t背\t隼”\t266";"“灰\t背\t隼”\t266";;
"engine_model/griffon-65";"
Engine model: Griffon Mk. 65";"Griffon-65";"Griffon-65";"Griffon-65";"Griffon-65";"Griffon-65";"Griffon 65";"Griffon 65";"Griffon-65";"兀\t鹫\t-65";"グリフォン 65";"Griffon-65";"Griffon-65";"Griffon-65";"Griffon 65";"그리폰-65";"Griffon-65";"Griffon-65";"格\t里\t芬 65";"“兀\t鹫”\t65";;
"engine_model/griffon-61";"
Engine model: Griffon Mk. 61";"Griffon-61";"Griffon-61";"Griffon-61";"Griffon-61";"Griffon-61";"Griffon 61";"Griffon 61";"Griffon-61";"兀\t鹫\t-61";"グリフォン 61";"Griffon-61";"Griffon-61";"Griffon-61";"Griffon 61";"그리폰-61";"Griffon-61";"Griffon-61";"格\t里\t芬 61";"“兀\t鹫”\t61";;
"engine_model/derwent-8";"
Engine model: Derwent Mk. 8";"Derwent 8";"Derwent 8";"Derwent 8";"Derwent 8";"Derwent 8";"Derwent 8";"Derwent 8";"Derwent 8";"德\t温\t特 8";"ダーウェント 8";"Derwent 8";"Derwent 8";"Derwent 8";"Derwent 8";"더웬트 8";"Derwent 8";"Derwent 8";"“德\t温\t特”\t8";"“德\t温\t特”\t8";;
"engine_model/derwent-2";"
Engine model: Derwent Mk. 2";"Derwent 2";"Derwent 2";"Derwent 2";"Derwent 2";"Derwent 2";"Derwent 2";"Derwent 2";"Derwent 2";"德\t温\t特 2";"ダーウェント 2";"Derwent 2";"Derwent 2";"Derwent 2";"Derwent 2";"더웬트 2";"Derwent 2";"Derwent 2";"“德\t温\t特”\t2";"“德\t温\t特”\t2";;
"engine_model/derwent-5";"
Engine model: Derwent Mk. 5";"Derwent 5";"Derwent 5";"Derwent 5";"Derwent 5";"Derwent 5";"Derwent 5";"Derwent 5";"Derwent 5";"德\t温\t特 5";"ダーウェント 5";"Derwent 5";"Derwent 5";"Derwent 5";"Derwent 5";"더웬트 5";"Derwent 5";"Derwent 5";"“德\t温\t特”\t5";"”\t德\t温\t特\t“5";;
"engine_model/derwent";"
Engine model: Derwent Mk. 1";"Derwent";"Derwent";"Derwent";"Derwent";"Derwent";"Derwent";"Derwent";"Derwent";"德\t温\t特";"Derwent";"Derwent";"Derwent";"Derwent";"Derwent";"더웬트";"Derwent";"Derwent";"“德\t温\t特”";"“德\t温\t特”";;
"engine_model/griffon-2";"
Engine model: Griffon Mk. 2";"Griffon-2";"Griffon-2";"Griffon-2";"Griffon-2";"Griffon-2";"Griffon 2";"Griffon 2";"Griffon-2";"兀\t鹫\t-2";"グリフォン 2";"Griffon-2";"Griffon-2";"Griffon-2";"Griffon 2";"그리폰-2";"Griffon-2";"Griffon-2";"格\t里\t芬 2";"“兀\t鹫”\t2";;
"engine_model/griffon-74";"
Engine model: Griffon Mk. 74";"Griffon-74";"Griffon-74";"Griffon-74";"Griffon-74";"Griffon-74";"Griffon 74";"Griffon 74";"Griffon-74";"兀\t鹫\t-74";"グリフォン 74";"Griffon-74";"Griffon-74";"Griffon-74";"Griffon 74";"그리폰-74";"Griffon-74";"Griffon-74";"格\t里\t芬 74";"“兀\t鹫”\t74";;
"engine_model/centaurus-9";"
Engine model: Centaurus Mk. IX";"Centaurus IX";"Centaurus IX";"Centaurus IX";"Centaurus IX";"Centaurus IX";"Centaurus IX";"Centaurus IX";"Centaurus IX";"半\t人\t马\t座 IX";" セントーラス IX";"Centaurus IX";"Centaurus IX";"Centaurus IX";"Centaurus IX";"센타우러스 IX";"Centaurus IX";"Centaurus IX";"“半\t人\t马\t座\t""IX";"“半\t人\t马\t座\t""IX";;
"engine_model/griffon-6";"
Engine model: Griffon Mk. VI";"Griffon-VI";"Griffon-VI";"Griffon-VI";"Griffon-VI";"Griffon-VI";"Griffon VI";"Griffon 6";"Griffon-VI";"兀\t鹫\t-VI";"グリフォン VI";"Griffon-VI";"Griffon-VI";"Griffon-VI";"Griffon VI";"그리폰-VI";"Griffon-VI";"Griffon-VI";"格\t里\t芬 VI";"“兀\t鹫”\tVI";;
"engine_model/griffon-88";"
Engine model: Griffon Mk. 88";"Griffon-88";"Griffon-88";"Griffon-88";"Griffon-88";"Griffon-88";"Griffon 88";"Griffon 88";"Griffon-88";"兀\t鹫\t-88";"グリフォン 88";"Griffon-88";"Griffon-88";"Griffon-88";"Griffon 88";"그리폰-88";"Griffon-88";"Griffon-88";"格\t里\t芬 88";"“兀\t鹫”\t88";;
"engine_model/centaurus-18";"
Engine model: Centaurus Mk. XVIII";"Centaurus XVIII";"Centaurus XVIII";"Centaurus XVIII";"Centaurus XVIII";"Centaurus XVIII";"Centaurus XVIII";"Centaurus XVIII";"Centaurus XVIII";"半\t人\t马\t座 XVIII";" セントーラス XVIII";"Centaurus XVIII";"Centaurus XVIII";"Centaurus XVIII";"Centaurus XVIII";"센타우러스 XVIII";"Centaurus XVIII";"Centaurus XVIII";"“半\t人\t马\t座\t""XVIII";"“半\t人\t马\t座\t""XVIII";;
"engine_model/nene-3";"
Engine model: Nene-3";"Nene-3";"Nene-3";"Nene-3";"Nene-3";"Nene-3";"Nene 3";"Nene 3";"Nene-3";"尼\t恩\t-3";"ニーン 3";"Nene-3";"Nene-3";"Nene-3";"Nene Mk. 3";"넨-3";"Nene-3";"Nene-3";"“尼\t恩”\t3";"“尼\t恩”\t3";;
"engine_model/viper-535";"
Engine model: Viper Mk. 535";"Viper Mk.535";"Viper Mk.535";"Viper Mk.535";"Viper Mk.535";"Viper Mk.535";"Viper Mk.535";"Viper Mk.535";"Viper Mk.535";"蝰\t蛇 Mk 535";"Viper Mk.535";"Viper Mk.535";"Viper Mk.535";"Viper Mk.535";"Viper Mk.535";"바이퍼 Mk.535";"Viper Mk.535";"Viper Mk.535";"蝰\t蛇 Mk.535";"Viper Mk.535";"Viper Mk.535";;
"engine_model/mercury-xv";"
Engine model: Mercury Mk. XV";"Mercury-XV";"Mercury-XV";"Mercury-XV";"Mercury-XV";"Mercury-XV";"Mercury XV";"Mercury XV";"Mercury-XV";"水\t星\t-XV";"マーキュリー XV";"Mercury-XV";"Mercury-XV";"Mercury-XV";"Mercury XV";"머큐리-XV";"Mercury-XV";"Mercury-XV";"“水\t星”\tXV";"“水\t星”\tXV";;
"engine_model/s3c4-g";"
Engine model: S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";"S3C4-G";;
"engine_model/hercules-vi";"
Engine model: Hercules Mk. VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"武\t仙\t座 VI";"ハーキュリーズ VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"허큘리스 VI";"Hercules VI";"Hercules VI";"“武\t仙\t座”\tVI";"“武\t仙\t座”\tVI";;
"engine_model/hercules-III";"
Engine model: Hercules Mk. III";"Hercules III";"Hercules III";"Hercules III";"Hercules III";"Hercules III";"Hercules III";"Hercules III";"Hercules III";"武\t仙\t座 III";"Hercules III";"Hercules III";"Hercules III";"Hercules III";"Hercules III";"허큘리스 III";"Hercules III";"Hercules III";"“武\t仙\t座”\tIII";"Hercules III";;
"engine_model/hercules-xvii";"
Engine model: Hercules Mk. XVII";"Hercules XVII";"Hercules XVII";"Hercules XVII";"Hercules XVII";"Hercules XVII";"Hercules XVII";"Hercules XVII";"Hercules XVII";"武\t仙\t座 XVII";"ハーキュリーズ XVII";"Hercules XVII";"Hercules XVII";"Hercules XVII";"Hercules XVII";"허큘리스 XVII";"Hercules XVII";"Hercules XVII";"“武\t仙\t座”\tXVII";"“武\t仙\t座”\tXVII";;
"engine_model/merlin-25";"
Engine model: Merlin Mk. 25";"Merlin-25";"Merlin-25";"Merlin-25";"Merlin-25";"Merlin-25";"Merlin 25";"Merlin 25";"Merlin-25";"灰\t背\t隼\t-25";"マーリン 25";"Merlin-25";"Merlin-25";"Merlin-25";"Merlin 25";"멀린-25";"Merlin-25";"Merlin-25";"“灰\t背\t隼”\t25";"“灰\t背\t隼”\t25";;
"engine_model/centaurus-57";"
Engine model: Centaurus Mk. 57";"Centaurus 57";"Centaurus 57";"Centaurus 57";"Centaurus 57";"Centaurus 57";"Centaurus 57";"Centaurus 57";"Centaurus 57";"半\t人\t马\t座 57";" セントーラス 57";"Centaurus 57";"Centaurus 57";"Centaurus 57";"Centaurus 57";"센타우러스 57";"Centaurus 57";"Centaurus 57";"“半\t人\t马\t座\t""57";"“半\t人\t马\t座\t""57";;
"engine_model/pegasus_iii_m3";"
Engine model: Pegasus Mk. IIIM3";"Pegasus III M3";"Pegasus III M3";"Pegasus III M3";"Pegasus III M3";"Pegasus III M3";"Pegasus III M3";"Pegasus III M3";"Pegasus III M3";"飞\t马\t座 III M3";"ペガサス III M3";"Pegasus III M3";"Pegasus III M3";"Pegasus III M3";"Pegasus III M3";"페가수스 III M3";"Pegasus III M3";"Pegasus III M3";"“飞\t马\t座”\tIII M3";"“飞\t马\t座”\tIII M3";;
"engine_model/pegasus_xviii";"
Engine model: Pegasus Mk. XVIII";"Pegasus XVIII";"Pegasus XVIII";"Pegasus XVIII";"Pegasus XVIII";"Pegasus XVIII";"Pegasus XVIII";"Pegasus XVIII";"Pegasus XVIII";"飞\t马\t座 XVIII";"ペガサス XVIII";"Pegasus XVIII";"Pegasus XVIII";"Pegasus XVIII";"Pegasus XVIII";"페가수스 XVIII";"Pegasus XVIII";"Pegasus XVIII";"“飞\t马\t座”\tXVIII";"“飞\t马\t座”\tXVIII";;
"engine_model/hercules_xi";"
Engine model: Hercules Mk. XI";"Hercules XI";"Hercules XI";"Hercules XI";"Hercules XI";"Hercules XI";"Hercules XI";"Hercules XI";"Hercules XI";"武\t仙\t座 XI";"ハーキュリーズ XI";"Hercules XI";"Hercules XI";"Hercules XI";"Hercules XI";"허큘리스 XI";"Hercules XI";"Hercules XI";"“武\t仙\t座”\tXI";"“武\t仙\t座”\tXI";;
"engine_model/hercules_vi";"
Engine model: Hercules Mk. VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"武\t仙\t座 VI";"ハーキュリーズ VI";"Hercules VI";"Hercules VI";"Hercules VI";"Hercules VI";"허큘리스 VI";"Hercules VI";"Hercules VI";"“武\t仙\t座”\tVI";"“武\t仙\t座”\tVI";;
"engine_model/hercules_xvi";"
Engine model: Hercules Mk. XVI";"Hercules XVI";"Hercules XVI";"Hercules XVI";"Hercules XVI";"Hercules XVI";"Hercules XVI";"Hercules XVI";"Hercules XVI";"武\t仙\t座 XVI";"ハーキュリーズ XVI";"Hercules XVI";"Hercules XVI";"Hercules XVI";"Hercules XVI";"허큘리스 XVI";"Hercules XVI";"Hercules XVI";"“武\t仙\t座”\tXVI";"“武\t仙\t座”\tXVI";;
"engine_model/merlin-28";"
Engine model: Merlin Mk. 28";"Merlin-28";"Merlin-28";"Merlin-28";"Merlin-28";"Merlin-28";"Merlin 28";"Merlin 28";"Merlin-28";"灰\t背\t隼\t-28";"マーリン 28";"Merlin-28";"Merlin-28";"Merlin-28";"Merlin 28";"멀린-28";"Merlin-28";"Merlin-28";"“灰\t背\t隼”\t28";"“灰\t背\t隼”\t28";;
"engine_model/avon_101";"
Engine model: Avon Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"埃\t汶 Mk. 101";"エイヴォン Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"에이번 Mk. 101";"Avon Mk. 101";"Avon Mk. 101";"“埃\t汶”\tMk. 101";"“埃\t汶”\t101";;
"engine_model/avon_109";"
Engine model: Avon Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"埃\t汶 Mk. 109";"エイヴォン Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"에이번 Mk. 109";"Avon Mk. 109";"Avon Mk. 109";"“埃\t汶”\tMk. 109";"“埃\t汶”\t109";;
"engine_model/s1h1";"
Engine model: S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";"S1H1-G";;
"engine_model/s3cg";"
Engine model: S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";"S3CG";;
"engine_model/pyton_3";"
Engine model: Python 3";"Python 3";"Python 3";"Python 3";"Python 3";"Python 3";"Python 3";"Python 3";"Piton 3";"蟒\t蛇 3";"パイソン 3";"Python 3";"Python 3";"Python 3";"Python 3";"파이썬 3";"Python 3";"Python 3";"“蟒\t蛇”\t3";"“蟒\t蛇”\t3";;
"engine_model/12y45";"
Engine model: 12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y45";"12Y-45";"12Y45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";"12Y-45";;
"engine_model/orenda_10";"
Engine model: Orenda 10";"Orenda 10";"Orenda 10";"Orenda 10";"Orenda 10";"Orenda 10";"Orenda 10";"Orenda 10";"Orenda 10";"奥\t伦\t达 10 型";"オレンダ 10";"Orenda 10";"Orenda 10";"Orenda 10";"Orenda 10";"오렌다 10";"Orenda 10";"Orenda 10";"“奥\t伦\t达”\t10 型";"奥\t伦\t达 10 型";;
"engine_model/am_34n";"
Engine model: AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"АМ-34Н";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";"AM-34N";;
"engine_model/m_17";"
Engine model: M-17";"M-17";"M-17";"M-17";"M-17";"М-17";"M-17";"M-17";"M-17";"M-17";"M-17";"M-17";"M-17";"M-17";"M-17";"M-17";"М-17";"M-17";"M-17";"M-17";;
"engine_model/jumo_213a";"
Engine model: Jumo 213А";"Jumo 213А";"Jumo 213А";"Jumo 213А";"Jumo 213А";"Jumo 213А";"Jumo-213А";"Jumo 213 А";"Jumo-213А";"Jumo 213\tА";"ユモ 213А";"Jumo 213А";"Jumo 213А";"Džumo 213А";"Jumo 213А";"유모-213А";"Jumo 213А";"Jumo 213А";"Jumo 213\tА";"Jumo 213\tА";;
"engine_model/bmw_6";"
Engine model: VI";"VI";"BMW VI";"VI";"BMW VI";"VI";"VI";"BMW VI";"VI";"VI";"BMW VI";"VI";"BMW VI";"BMW VI";"VI";"BMW VI";"VI";"VI";"VI";"BMW VI";;
"engine_model/jumo_210d";"
Engine model: Jumo 210D";"Jumo 210D";"Jumo 210D";"Jumo 210D";"Jumo 210D";"Jumo 210D";"Jumo 210D";"Jumo 210 D";"Jumo-210D";"Jumo 210D";"ユモ 210D";"Jumo 210D";"Jumo 210D";"Džumo 210D";"Jumo 210D";"유모-210D";"Jumo 210D";"Jumo 210D";"Jumo 210D";"Jumo 210D";;
"engine_model/jumo_210e";"
Engine model: Jumo 210E";"Jumo 210E";"Jumo 210E";"Jumo 210E";"Jumo 210E";"Jumo 210E";"Jumo 210E";"Jumo 210 E";"Jumo-210E";"Jumo 210E";"ユモ 210E";"Jumo 210E";"Jumo 210E";"Džumo 210E";"Jumo 210E";"유모-210E";"Jumo 210E";"Jumo 210E";"Jumo 210E";"Jumo 210E";;
"engine_model/db_601a";"
Engine model: DB-601A";"DB-601A";"DB-601A";"DB-601A";"DB-601A";"DB-601A";"DB 601A";"DB 601 A";"DB-601A";"DB-601A";"DB-601A";"DB-601A";"DB-601A";"DB-601A";"DB 601A";"DB-601A";"DB-601A";"DB-601A";"DB-601A";"DB-601A";;
"engine_model/db_601n";"
Engine model: DB-601N";"DB-601N";"DB-601N";"DB-601N";"DB-601N";"DB-601N";"DB 601N";"DB 601 N";"DB-601N";"DB-601N";"DB-601N";"DB-601N";"DB-601N";"DB-601N";"DB 601N";"DB-601N";"DB-601N";"DB-601N";"DB-601N";"DB-601N";;
"engine_model/db_601e";"
Engine model: DB-601E";"DB-601E";"DB-601E";"DB-601E";"DB-601E";"DB-601E";"DB 601E";"DB 601 E";"DB-601E";"DB-601E";"DB-601E";"DB-601E";"DB-601E";"DB-601E";"DB 601E";"DB-601E";"DB-601E";"DB-601E";"DB-601E";"DB-601E";;
"engine_model/db_605a";"
Engine model: DB-605A";"DB-605A";"DB-605A";"DB-605A";"DB-605A";"DB-605A";"DB 605A";"DB 605 A";"DB-605A";"DB-605A";"DB-605A";"DB-605A";"DB-605A";"DB-605A";"DB 605A";"DB-605A";"DB-605A";"DB-605A";"DB-605A";"DB-605A";;
"engine_model/db_605am";"
Engine model: DB-605AM";"DB-605AM";"DB-605AM";"DB-605AM";"DB-605AM";"DB-605AM";"DB 605AM";"DB 605 AM";"DB-605AM";"DB-605AM";"DB-605AM";"DB-605AM";"DB-605AM";"DB-605AM";"DB 605AM";"DB-605AM";"DB-605AM";"DB-605AM";"DB-605AM";"DB-605AM";;
